Name,Address,Href,Description,Phone Number,Bare Metal,IaaS,Internet Exchange,Colocation_x,Products,Airplane,Building,Colocation_y,Power,Abbreviation,Summary,Country
LHR2-A London Data Center,"7 Greenwich View Place, London E14 9NN, United Kingdom",/aruba-it-uk1-united-kingdom,"Aruba.it UK1, United Kingdom is located at 8 Buckingham Ave, Slough SL1 4AX, UK. The data center is 21000 sqft. The gross colocation space is not available for this data center. It has access to 32.0 MW of power. We found 199 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001, ISO 9001.",+1 833-456-7700,Active,Inactive,Inactive,Inactive,0 colocation products,8.38 miles to nearest airport,21000 sqft total space,,32.0 MW total power,"['ISO 27001', 'ISO 9001']","[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.']",United Kingdom
LHR2-B London Data Center,"7 Greenwich View Place, London E14 9NN, United Kingdom",/telstra-lhc-london,"Telstra LHC London Data Center is located at 5 Greenwich View Place, London, UK. The data center is 114000 sqft. There is a total of 114000 sqft in raised floor space for colocation. No power information has been offered for this location. We found 192 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 833-544-2200,Inactive,Inactive,Active,Active,0 colocation products,3.11 miles to nearest airport,114000 sqft total space,114000 sqft colocation space,,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",United Kingdom
London LHR18 Data Center,"Oliver's Yard, London EC1Y 1HQ, UK",/redcentric-london-technology-center,"Redcentric London Technology Center Data Center is located at Green Lane, Cranford, Hounslow TW4 6NW, United Kingdom. The data center is 195000 sqft. There is a total of 130000 sqft in raised floor space for colocation. No power information has been offered for this location. We found 198 data center locations within 50 miles of this facility. Certifications for this location include ISO 14001, ISO 22301, ISO 27001, ISO 9001, ISO/IEC 20000, PCI DSS.",+1 833-538-1100,Inactive,Inactive,Active,Active,0 colocation products,2.49 miles to nearest airport,195000 sqft total space,130000 sqft colocation space,,"['ISO 14001', 'ISO 22301', 'ISO 27001', 'ISO 9001', 'ISO/IEC 20000', 'PCI DSS']","['ISO 14001 is an internationally agreed standard that sets out the requirements for an environmental management system.', 'ISO 22301 is the international standard for Business Continuity Management (BCM). It provides a practical framework for setting up and managing an effective business continuity management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.', ""ISO/IEC 20000 is the international ITSM (IT service management) standard. It enables IT departments to ensure that their ITSM processes are aligned with the business's needs and international best practices."", 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.']",United Kingdom
London 1 Data Center,"Yew Tree Avenue, Dagenham, UK",/colt-technologies-london-north,"Colt Technologies London North Data Center is located at 20 Black Fan Road, Welwyn Garden City, Hertfordshire, UK. The data center is 473612 sqft. There is a total of 231424 sqft in raised floor space for colocation. It has access to 41.0 MW of power. We found 198 data center locations within 50 miles of this facility. Certifications for this location include ISO 14001, ISO 27001, ISO 9001.",+1 844-368-5200,Inactive,Inactive,Active,Active,0 colocation products,24.86 miles to nearest airport,473612 sqft total space,231424 sqft colocation space,41.0 MW total power,"['ISO 14001', 'ISO 27001', 'ISO 9001']","['ISO 14001 is an internationally agreed standard that sets out the requirements for an environmental management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.']",United Kingdom
CWL1 Cardiff Data Center Campus,"Celtic way, NP10, Celtic Way, Coedkernew, Duffryn, Newport, UK",/ark-data-centres-union-park,"Ark Data Centres Union Park is located at North Hyde Practice, North Hyde Road, Hayes UB3 4NS, UK. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 196 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 833-471-7100,Inactive,Active,Inactive,Inactive,0 colocation products,2.73 miles to nearest airport,,,,[nan],[nan],United Kingdom
London LHR26 Data Center,"630 Slough Lane, London, UK",/ntt-global-slough-3,"NTT Global Data Centers Slough 3 Data Center is located at 665 Ajax Avenue, Slough Trading Estate, Slough SL1 4BG, United Kingdom. The data center is 16145 sqft. There is a total of 16145 sqft in raised floor space for colocation. It has access to 2.0 MW of power. We found 199 data center locations within 50 miles of this facility. Certifications for this location include ISAE-3402, ISO 22301, ISO 27001, ISO 45001, ISO 50001, ISO 9001, PCI DSS.",+1 833-544-2200,Inactive,Active,Inactive,Inactive,0 colocation products,7.73 miles to nearest airport,16145 sqft total space,16145 sqft colocation space,2.0 MW total power,"['ISAE-3402', 'ISO 22301', 'ISO 27001', 'ISO 45001', 'ISO 50001', 'ISO 9001', 'PCI DSS']","[""ISAE 3402 was developed to provide an international assurance standard for allowing public accountants to issue a report for use by user organizations and their auditors (user auditors) on the controls at a service organization that are likely to impact or be a part of the user organization's system of internal control over financial reporting."", 'ISO 22301 is the international standard for Business Continuity Management (BCM). It provides a practical framework for setting up and managing an effective business continuity management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 45001 health and safety management standard. ISO 45001 is an international standard for health and safety at work developed by national and international standards committees independent of government.', 'ISO 50001 is based on the management system model of continual improvement also used for other well-known standards such as ISO 9001 or ISO 14001. This makes it easier for organizations to integrate energy management into their overall efforts to improve quality and environmental management.', 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.', 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.']",United Kingdom
London Data Center,"20 Mastmaker Road, London, UK",/green-colo-ltd-west-barn-cams-estate,"Green Colo LTD West Barn - Cams Estate is located at West Barn, Cams Hall Estate, Portchester, Fareham, UK. The data center is 2 sqft. There is a total of 1 sqft in raised floor space for colocation. It has access to 2.0 MW of power. We found 33 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001, ISO 9001.",+1 877-869-9077,Active,Active,Active,Active,0 colocation products,52.82 miles to nearest airport,2 sqft total space,1 sqft colocation space,2.0 MW total power,"['ISO 27001', 'ISO 9001']","[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.']",United Kingdom
London LON2 Data Center,"11 Hanbury Street, London, UK",/exa-infrastructure-hoddesdon-data-centre,"EXA Infrastructure Hoddesdon Data Centre is located at 7 Geddings Road, Hoddesdon EN11 0NT, United Kingdom. The data center is 25833 sqft. The gross colocation space is not available for this data center. It has access to 5.0 MW of power. We found 194 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001, PCI DSS.",+1 877-882-7470,Inactive,Inactive,Inactive,Active,0 colocation products,27.35 miles to nearest airport,25833 sqft total space,,5.0 MW total power,"['ISO 27001', 'PCI DSS']","[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.']",United Kingdom
London LHR27 Data Center,"631 Slough Lane, London, UK",/asanti-farnborough-data-centre,"Asanti Farnborough Data Centre is located at Cody Technology Park Gym, Farnborough GU14 0LS, UK. The data center is 12000 sqft. The gross colocation space is not available for this data center. It has access to 7.0 MW of power. We found 202 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 833-471-7100,Inactive,Active,Inactive,Inactive,0 colocation products,0.75 miles to nearest airport,12000 sqft total space,,7.0 MW total power,[nan],[nan],United Kingdom
London East Data Center,"3 Nutmeg Lane, London E14 2AX, United Kingdom",/atlasedge-data-centres-london-city,"AtlasEdge Data Centres London City Data Center is located at unit 3, 11 Princes Court, Wapping Lane, London, UK. The gross building size for this location has not been provided. There is a total of 15134 sqft in raised floor space for colocation. It has access to 4.0 MW of power. We found 194 data center locations within 50 miles of this facility. Certifications for this location include ISO 14001, ISO 27001, ISO 9001.",+1 866-358-1199,Inactive,Active,Active,Inactive,0 colocation products,17.4 miles to nearest airport,,15134 sqft colocation space,4.0 MW total power,"['ISO 14001', 'ISO 27001', 'ISO 9001']","['ISO 14001 is an internationally agreed standard that sets out the requirements for an environmental management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.']",United Kingdom
LON3 London Data Center,"115 Buckingham Avenue, Slough, UK",/colt-london-west,"Colt Technologies London West Data Center is located at 13 Volt Avenue, London, UK. The gross building size for this location has not been provided. There is a total of 39827 sqft in raised floor space for colocation. No power information has been offered for this location. We found 196 data center locations within 50 miles of this facility. Certifications for this location include ISO 14001, ISO 27001, ISO 9001.",+1 844-368-5200,Active,Inactive,Active,Active,0 colocation products,8.7 miles to nearest airport,,39827 sqft colocation space,,"['ISO 14001', 'ISO 27001', 'ISO 9001']","['ISO 14001 is an internationally agreed standard that sets out the requirements for an environmental management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.']",United Kingdom
London Data Center,"536 Ipswich Road, Slough SL1 4EP, UK",/claranet-gloucester,"Claranet Gloucester Data Center is located at Brighouse Court, Barnett Way, Barnwood, Gloucester GL4 3RT, UK. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 18 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 833-476-4400,Inactive,Inactive,Active,Active,0 colocation products,2.47 miles to nearest airport,,,,[nan],[nan],United Kingdom
Colt Data Center - London2 Data Center,"Volt Avenue, London, UK",/oracle-uk-gov-west-uk-gov-cardiff-1,"Oracle UK Gov West uk-gov-cardiff-1 is located at Newport, UK. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 10 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001, ISO 9001, ISO/IEC 20000, PCI DSS, SOC 1, SOC 2, SOC 3.",+1 833-456-7700,Inactive,Active,Inactive,Inactive,0 colocation products,109.37 miles to nearest airport,,,,"['ISO 27001', 'ISO 9001', 'ISO/IEC 20000', 'PCI DSS', 'SOC 1', 'SOC 2', 'SOC 3']","[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.', ""ISO/IEC 20000 is the international ITSM (IT service management) standard. It enables IT departments to ensure that their ITSM processes are aligned with the business's needs and international best practices."", 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.', ""System and Organization Controls 1, or SOC 1, aims to control objectives within a SOC 1 process area and documents internal controls relevant to an audit of a user entity's financial statements."", 'SOC 2 is an auditing procedure that ensures your service providers securely manage your data to protect the interests of your organization and the privacy of its clients.', ""A report that outlines information related to a service organization's internal controls for security, availability, processing integrity, confidentiality and privacy.""]",United Kingdom
UK1 Data Center,"8 Viking Way, Erith DA8 1EW, United Kingdom",/ibm-lon02-london-uk,"IBM Cloud LON02 London, UK is located at 20 York Rd, London SE1 7ND, United Kingdom. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 194 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 877-884-5650,Inactive,Active,Inactive,Inactive,0 colocation products,14.92 miles to nearest airport,,,,[nan],[nan],United Kingdom
LON2 London Data Center,"Stockley Road, Hayes, West Drayton UB7 9FN, United Kingdom",/aql-dc3-salem-chapel,"AQL DC3 Salem Chapel Data Center is located at 11-15 Hunslet Road, Leeds, West Yorkshire LS10 1JQ, United Kingdom. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 36 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001.",+1 866-377-2170,Inactive,Inactive,Inactive,Active,0 colocation products,6.84 miles to nearest airport,,,,['ISO 27001'],"[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS).""]",United Kingdom
Cyxtera LO1 Slough Data Center,"630 Ajax Avenue, Slough, UK",/ark-data-centres-spring-park,"Ark Data Centres Spring Park is located at Corsham, Wiltshire, UK. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 16 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 833-471-7100,Inactive,Active,Inactive,Inactive,0 colocation products,2.01 miles to nearest airport,,,,[nan],[nan],United Kingdom
nLighten Milton Keynes LTN1,"1 Brick Cl, Kiln Farm, Milton Keynes MK11 3JB, UK",/iron-mountain-lon-2-london,"Iron Mountain Data Centers LON - 2 - London Data Center is located at 110 Buckingham Avenue, Slough, UK. The data center is 269097 sqft. The gross colocation space is not available for this data center. It has access to 27.0 MW of power. We found 199 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 866-403-5001,Inactive,Inactive,Inactive,Active,0 colocation products,,269097 sqft total space,,27.0 MW total power,[nan],[nan],United Kingdom
 nLighten London – Hoddesdon STN1,"Hoddesdon, Geddings Rd, Hoddesdon EN11 0NT, UK",/ibm-lon05-london-uk,"IBM Cloud LON05 London, UK is located at London, UK. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 196 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 877-884-5650,Inactive,Active,Inactive,Inactive,0 colocation products,14.3 miles to nearest airport,,,,[nan],[nan],United Kingdom
Hemel Hempstead 3 Data Center,"Spring Way, Hemel Hempstead Industrial Estate, Hemel Hempstead, UK",/iomart-gosport-data-centre-dc9,"iomart Gosport Data Centre - DC9 is located at Gosport, Hampshire PO13 0GW, United Kingdom. The data center is 6792 sqft. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 32 data center locations within 50 miles of this facility. Certifications for this location include ISO 22301, ISO 27001, ISO 50001, ISO 9001, PCI DSS.",+1 844-370-2500,Inactive,Active,Active,Inactive,0 colocation products,54.06 miles to nearest airport,6792 sqft total space,,,"['ISO 22301', 'ISO 27001', 'ISO 50001', 'ISO 9001', 'PCI DSS']","['ISO 22301 is the international standard for Business Continuity Management (BCM). It provides a practical framework for setting up and managing an effective business continuity management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 50001 is based on the management system model of continual improvement also used for other well-known standards such as ISO 9001 or ISO 14001. This makes it easier for organizations to integrate energy management into their overall efforts to improve quality and environmental management.', 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.', 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.']",United Kingdom
Bracknell,"Cain Road, Binfield, Bracknell RG12 1JE, United Kingdom",/vultr-london,"Vultr London is located at London, UK. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 196 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001, PCI DSS, SOC 2 Type 2.",+1 833-456-7700,Active,Inactive,Inactive,Inactive,0 colocation products,14.3 miles to nearest airport,,,,"['ISO 27001', 'PCI DSS', 'SOC 2 Type 2']","[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.', ""SOC 2 Type 2 compliance evaluates an organization's cybersecurity controls over a period of time.""]",United Kingdom
LHR1 London Heathrow Data Centre,"Westgate Estate, Staines Road, Feltham TW14 8RS, UK",/iomart-maidenhead-data-centre-dc5,"iomart Maidenhead Data Centre - DC5 is located at Clivemont Rd, Maidenhead SL6 7FW, UK. The data center is 30139 sqft. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 202 data center locations within 50 miles of this facility. Certifications for this location include ISO 22301, ISO 27001, ISO 50001, ISO 9001, PCI DSS.",+1 844-370-2500,Inactive,Active,Active,Inactive,0 colocation products,11.81 miles to nearest airport,30139 sqft total space,,,"['ISO 22301', 'ISO 27001', 'ISO 50001', 'ISO 9001', 'PCI DSS']","['ISO 22301 is the international standard for Business Continuity Management (BCM). It provides a practical framework for setting up and managing an effective business continuity management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 50001 is based on the management system model of continual improvement also used for other well-known standards such as ISO 9001 or ISO 14001. This makes it easier for organizations to integrate energy management into their overall efforts to improve quality and environmental management.', 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.', 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.']",United Kingdom
nLighten Chester MAN1,"Dunkirk Trading Estate, Dunkirk Way, Chester CH1 6LT, UK",/capitaland-data-centre-cressex-business-park,"CapitaLand Data Centre, Cressex Business Park is located at Cressex Business Park, 1 Coronation Road, High Wycombe HP12 3TA, UK. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 198 data center locations within 50 miles of this facility. Certifications for this location include PCI DSS.",+1 844-403-9300,Inactive,Active,Inactive,Inactive,0 colocation products,1.22 miles to nearest airport,,,,['PCI DSS'],['The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.'],United Kingdom
nLighten Birmingham BHX1,"The Garrison, 3 Westley St, Birmingham B9 4ER, UK",/ark-data-centres-meridian-park,"Ark Data Centres Meridian Park is located at 10 Ardra Road, London, UK. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 195 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 833-471-7100,Inactive,Active,Inactive,Inactive,0 colocation products,3.29 miles to nearest airport,,,,[nan],[nan],United Kingdom
nLighten Nottingham EMA1,"Blenheim Industrial Estate, Bennerley Road, Nottingham, UK",/green-mountain-lon-east,"Green Mountain Data Center LON-East is located at 3 King George Close, Romford RM7 7PN, UK. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. It has access to 40.0 MW of power. We found 190 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 866 417 8330,Inactive,Active,Inactive,Inactive,0 colocation products,7.6 miles to nearest airport,,,40.0 MW total power,[nan],[nan],United Kingdom
nLighten Bristol BRS1,"1120 Park Avenue, Aztec West, Almondsbury, Bristol, UK",/latitude-sh-london,"Latitude.sh London is located at 8 Oxgate Gardens, London, UK. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 197 data center locations within 50 miles of this facility. No certifications are specified for this location.",+1 877-848-4033,Active,Inactive,Inactive,Active,0 colocation products,11.81 miles to nearest airport,,,,[nan],[nan],United Kingdom
 nLighten Liverpool LPL1,"nLighten UK Ltd. (formerly Proximity Data Centres), Georgia Avenue, Sun Valley, Bromborough, Wirral, UK",/cyrusone-lon1-london,"CyrusOne LON1 London Data Center is located at 12 Liverpool Road, Slough SL1 4QA, UK. The data center is 46382 sqft. The gross colocation space is not available for this data center. It has access to 8.0 MW of power. We found 199 data center locations within 50 miles of this facility. Certifications for this location include ISO 14001, ISO 27001, ISO 45001, ISO 9001, PCI DSS, SOC 2.",+1 866-377-2170,Inactive,Inactive,Active,Active,0 colocation products,7.46 miles to nearest airport,46382 sqft total space,,8.0 MW total power,"['ISO 14001', 'ISO 27001', 'ISO 45001', 'ISO 9001', 'PCI DSS', 'SOC 2']","['ISO 14001 is an internationally agreed standard that sets out the requirements for an environmental management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 45001 health and safety management standard. ISO 45001 is an international standard for health and safety at work developed by national and international standards committees independent of government.', 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.', 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.', 'SOC 2 is an auditing procedure that ensures your service providers securely manage your data to protect the interests of your organization and the privacy of its clients.']",United Kingdom
nLighten Swindon BRS2,"15 Broadmoor Rd, Swindon SN3 4WB, UK",/oracle-uk-west-uk-cardiff-1,"Oracle UK West uk-cardiff-1 is located at Newport, UK. The gross building size for this location has not been provided. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 10 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001, ISO 9001, ISO/IEC 20000, PCI DSS, SOC 1, SOC 2, SOC 3.",+1 833-456-7700,Inactive,Active,Inactive,Inactive,0 colocation products,109.37 miles to nearest airport,,,,"['ISO 27001', 'ISO 9001', 'ISO/IEC 20000', 'PCI DSS', 'SOC 1', 'SOC 2', 'SOC 3']","[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.', ""ISO/IEC 20000 is the international ITSM (IT service management) standard. It enables IT departments to ensure that their ITSM processes are aligned with the business's needs and international best practices."", 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.', ""System and Organization Controls 1, or SOC 1, aims to control objectives within a SOC 1 process area and documents internal controls relevant to an audit of a user entity's financial statements."", 'SOC 2 is an auditing procedure that ensures your service providers securely manage your data to protect the interests of your organization and the privacy of its clients.', ""A report that outlines information related to a service organization's internal controls for security, availability, processing integrity, confidentiality and privacy.""]",United Kingdom
Hemel Hempstead 4 Data Center,"1 Blossom Way, Hemel Hempstead HP2 4ZB, United Kingdom",/iomart-manchester-data-centre-dc13,"iomart Manchester Data Centre - DC13 is located at 6 Waterside, Trafford Park, Stretford, Manchester, UK. The data center is 5813 sqft. The gross colocation space is not available for this data center. It has access to 1.0 MW of power. We found 42 data center locations within 50 miles of this facility. Certifications for this location include ISO 22301, ISO 27001, ISO 50001, ISO 9001, PCI DSS.",+1 844-370-2500,Inactive,Active,Active,Inactive,0 colocation products,7.46 miles to nearest airport,5813 sqft total space,,1.0 MW total power,"['ISO 22301', 'ISO 27001', 'ISO 50001', 'ISO 9001', 'PCI DSS']","['ISO 22301 is the international standard for Business Continuity Management (BCM). It provides a practical framework for setting up and managing an effective business continuity management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 50001 is based on the management system model of continual improvement also used for other well-known standards such as ISO 9001 or ISO 14001. This makes it easier for organizations to integrate energy management into their overall efforts to improve quality and environmental management.', 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.', 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.']",United Kingdom
Hemel Hempstead 2 Data Center,"150 Maylands Avenue, Hemel Hempstead Industrial Estate, Hemel Hempstead HP2 7DF, United Kingdom",/iomart-glasgow-data-centre-dc1,"iomart Glasgow Data Centre - DC1 is located at Middlesex Street, Glasgow G41 1EE, United Kingdom. The data center is 8267 sqft. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 10 data center locations within 50 miles of this facility. Certifications for this location include ISO 22301, ISO 27001, ISO 50001, ISO 9001, PCI DSS.",+1 844-370-2500,Inactive,Active,Active,Inactive,0 colocation products,5.6 miles to nearest airport,8267 sqft total space,,,"['ISO 22301', 'ISO 27001', 'ISO 50001', 'ISO 9001', 'PCI DSS']","['ISO 22301 is the international standard for Business Continuity Management (BCM). It provides a practical framework for setting up and managing an effective business continuity management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 50001 is based on the management system model of continual improvement also used for other well-known standards such as ISO 9001 or ISO 14001. This makes it easier for organizations to integrate energy management into their overall efforts to improve quality and environmental management.', 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.', 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.']",United Kingdom
London East Data Center,"Coriander Avenue, London E14 2AA, United Kingdom",/redcentric-byfleet,"Redcentric Byfleet Data Center is located at 122 Oyster Lane, Byfleet, West Byfleet, UK. The gross building size for this location has not been provided. There is a total of 6500 sqft in raised floor space for colocation. No power information has been offered for this location. We found 202 data center locations within 50 miles of this facility. Certifications for this location include ISO 14001, ISO 22301, ISO 27001, ISO 9001, ISO/IEC 20000, PCI DSS.",+1 833-538-1100,Inactive,Inactive,Active,Active,0 colocation products,8.7 miles to nearest airport,,6500 sqft colocation space,,"['ISO 14001', 'ISO 22301', 'ISO 27001', 'ISO 9001', 'ISO/IEC 20000', 'PCI DSS']","['ISO 14001 is an internationally agreed standard that sets out the requirements for an environmental management system.', 'ISO 22301 is the international standard for Business Continuity Management (BCM). It provides a practical framework for setting up and managing an effective business continuity management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.', ""ISO/IEC 20000 is the international ITSM (IT service management) standard. It enables IT departments to ensure that their ITSM processes are aligned with the business's needs and international best practices."", 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.']",United Kingdom
London North Data Center,"240 East India Dock Road, London E14 9YY, UK",/iomart-central-london-data-centre-dc2,"iomart Central London Data Centre - DC2 is located at Bonhill Street, London EC2A 4DN, United Kingdom. The data center is 16329 sqft. The gross colocation space is not available for this data center. No power information has been offered for this location. We found 195 data center locations within 50 miles of this facility. Certifications for this location include ISO 22301, ISO 27001, ISO 50001, ISO 9001, PCI DSS.",+1 844-370-2500,Inactive,Active,Active,Inactive,0 colocation products,16.16 miles to nearest airport,16329 sqft total space,,,"['ISO 22301', 'ISO 27001', 'ISO 50001', 'ISO 9001', 'PCI DSS']","['ISO 22301 is the international standard for Business Continuity Management (BCM). It provides a practical framework for setting up and managing an effective business continuity management system.', ""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'ISO 50001 is based on the management system model of continual improvement also used for other well-known standards such as ISO 9001 or ISO 14001. This makes it easier for organizations to integrate energy management into their overall efforts to improve quality and environmental management.', 'ISO 9001 sets out the criteria for a quality management system. This standard is based on a number of quality management principles including a strong customer focus, the motivation and implication of top management, the process approach and continual improvement.', 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.']",United Kingdom
nLighten Leeds LBA1,"Don Pedro Avenue, Normanton Industrial Estate, Normanton WF6 1TD, UK",/aptum-technologies-portsmouth,"Aptum Technologies Portsmouth Data Center is located at Langstone Technology Park, Langstone Road, Havant, Hampshire PO9 1SA, United Kingdom. The data center is 58000 sqft. There is a total of 10000 sqft in raised floor space for colocation. It has access to 10.0 MW of power. We found 76 data center locations within 50 miles of this facility. Certifications for this location include ISO 27001, PCI DSS, SOC 2.",+1 844-887-4400,Inactive,Inactive,Active,Active,0 colocation products,49.09 miles to nearest airport,58000 sqft total space,10000 sqft colocation space,10.0 MW total power,"['ISO 27001', 'PCI DSS', 'SOC 2']","[""ISO/IEC 27001 is the world's best-known standard for information security management systems (ISMS)."", 'The Payment Card Industry Data Security Standard (PCI DSS) is an information security standard used to handle credit cards from major card brands.', 'SOC 2 is an auditing procedure that ensures your service providers securely manage your data to protect the interests of your organization and the privacy of its clients.']",United Kingdom
